course_id,university_id,subject_code,title,level,start_year,start_month,duration_years,location,entry_requirements,overview,modules,course_url
C_NTU052_02,UK052,INTERNATIONAL_BUSINESS,BA (Hons) International Business (Top-up),Topup,2026,September,1 Year,City Campus,"Level 5 HND Business; IELTS 6.0","Focused on global markets, cross-cultural management, and international trade strategies.","Global Strategic Management, International Marketing, Honours Project",www.ntu.ac.uk/course/international-business-top-up
C_OXB053_01,UK053,BUSINESS_MANAGEMENT,BA (Hons) Business and Management (Top-up),Topup,2026,September,1 Year,Headington Campus,"Level 5 HND Business; IELTS 6.0","A professional final year to convert a diploma into an honours degree at a top modern university.","Strategic Management, International Business, Applied Management Project",www.brookes.ac.uk/courses/undergraduate/business-and-management-top-up
C_QMU054_01,UK054,HOSPITALITY_MANAGEMENT,BA (Hons) International Hospitality and Tourism Management (Top-up),Topup,2026,September,1 Year,Edinburgh Campus,"Level 5 HND/Diploma; IELTS 6.0","A final year focusing on strategic management in the service sector and tourism policy development.","Strategic Management, Tourism and International Development, Honours Project",www.qmu.ac.uk/study-here/undergraduate-study/2026/ba-hons-international-hospitality-and-tourism-management-top-up/
C_RAV057_01,UK057,DESIGN,BA (Hons) Graphic Design (Top-up),Topup,2026,September,1 Year,North Greenwich Campus,"Level 5 HND/Diploma; Portfolio; IELTS 6.0","A high-end creative final year for designers to integrate industry-standard digital tools and practice.","Professional Practice, Major Project, Design Thinking",www.ravensbourne.ac.uk/study-here/undergraduate/ba-hons-graphic-design-top-up
C_RAV057_02,UK057,DIGITAL_MARKETING,BA (Hons) Digital Marketing (Top-up),Topup,2026,September,1 Year,North Greenwich Campus,"Level 5 in Media/Business; IELTS 6.0","Focused on data-driven marketing, social media strategy, and creative digital content.","Digital Campaign Planning, Data Analytics, Strategic Marketing",www.ravensbourne.ac.uk/study-here/undergraduate/ba-hons-digital-marketing-top-up
C_ROE059_01,UK059,BUSINESS_MANAGEMENT,BA (Hons) Business Management (Top-up),Topup,2026,September,1 Year,Main Campus London,"Level 5 HND/Diploma; IELTS 6.0","A professional final year to convert a diploma into an honours degree in a supportive campus environment.","Strategic Management, Global Business, Research Methods",www.roehampton.ac.uk/undergraduate-courses/business-management-top-up
C_RAU060_01,UK060,AGRICULTURE,BSc (Hons) Agriculture (Top-up),Topup,2026,September,1 Year,Cirencester Campus,"Foundation Degree/HND Agriculture; IELTS 6.0","Specialist final year for the farming sector focusing on strategic management and sustainability.","Farm Strategic Management, Sustainable Production, Honours Project",www.rau.ac.uk/study/undergraduate/courses/bsc-hons-agriculture-top-up
C_SHU062_01,UK062,BUSINESS_MANAGEMENT,BA (Hons) Business Management (Top-up),Topup,2026,September,1 Year,City Campus,"Level 5 HND; IELTS 6.0","Applied final year focusing on global business challenges and strategic leadership skills.","Strategic Management, Contemporary Issues in Business, Applied Project",www.shu.ac.uk/courses/business-and-management/ba-hons-business-management-top-up
C_SHU062_02,UK062,HOSPITALITY_MANAGEMENT,BA (Hons) International Hospitality Management (Top-up),Topup,2026,September,1 Year,City Campus,"Level 5 HND Hospitality; IELTS 6.0","Professional management training for students entering the global service and luxury hospitality sector.","Strategic Hospitality Management, Revenue Management, Research Project",www.shu.ac.uk/courses/hospitality-management/ba-hons-international-hospitality-management-top-up
C_SOL064_01,UK064,BUSINESS_MANAGEMENT,BA (Hons) Business Management (Top-up),Topup,2026,September,1 Year,Southampton Campus,"Level 5 HND/Foundation Degree; IELTS 6.0","A practical final year focusing on strategic leadership and professional management in global markets.","Strategic Management, Contemporary Business Issues, Individual Project",www.solent.ac.uk/courses/undergraduate/business-management-ba-top-up
C_SOL064_02,UK064,COMPUTER_SCIENCE,BSc (Hons) Computing (Top-up),Topup,2026,September,1 Year,Southampton Campus,"Level 5 in Computing; IELTS 6.0","Designed for technical diploma holders to gain advanced skills in software and systems.","Advanced Software Engineering, Information Systems Strategy, Final Project",www.solent.ac.uk/courses/undergraduate/computing-bsc-top-up
C_SMU066_01,UK066,BUSINESS_MANAGEMENT,BA (Hons) Business Management (Top-up),Topup,2026,September,1 Year,Twickenham Campus,"Level 5 HND/Diploma; IELTS 6.0","A strategic final year focusing on leadership and professional management within a supportive campus environment.","Strategic Management, Marketing Communications, Management Project",www.stmarys.ac.uk/courses/undergraduate/business-management-top-up
C_TEE069_01,UK069,BUSINESS_MANAGEMENT,BA (Hons) Business Management (Top-up),Topup,2026,September,1 Year,Middlesbrough Campus,"Level 5 HND Business; IELTS 6.0","Focused on strategic leadership and innovation for students transitioning from professional diplomas.","Strategic Management, International Marketing, Management Project",www.tees.ac.uk/undergraduate_courses/business_management_&_marketing/ba_(hons)_business_management_(top-up)
C_TEE069_02,UK069,COMPUTER_SCIENCE,BSc (Hons) Computing (Top-up),Topup,2026,September,1 Year,Middlesbrough Campus,"Level 5 HND Computing; IELTS 6.0","Technical final year for diploma holders to bridge into a full computer science honours degree.","Advanced Software Development, Project Management, Honours Project",www.tees.ac.uk/undergraduate_courses/computing_&_web/bsc_(hons)_computing_(top-up)
C_RGU070_01,UK070,BUSINESS_MANAGEMENT,BA (Hons) Business Management (Top-up),Topup,2026,September,1 Year,Aberdeen Campus,"Level 5 HND Business; IELTS 6.0","Develops strategic leadership and analytical skills for students from college-based technical backgrounds.","Strategic Management, International Marketing, Honours Dissertation",www.rgu.ac.uk/study/courses/ba-hons-business-management-top-up
C_RGU070_02,UK070,COMPUTER_SCIENCE,BSc (Hons) Computer Science (Top-up),Topup,2026,September,1 Year,Aberdeen Campus,"Level 5 HND Computing; IELTS 6.0","A technical final year focusing on advanced software engineering and database system management.","Advanced Software Development, Database Systems, Honours Project",www.rgu.ac.uk/study/courses/bsc-hons-computer-science-top-up
C_BUC071_01,UK071,BUSINESS_MANAGEMENT,BA (Hons) Business Management (Top-up),Topup,2026,September,1 Year,Buckingham Campus,"Level 5 HND/Diploma; IELTS 6.5","An intensive final year focused on strategic leadership and global business operations.","Strategic Management, International Business, Applied Business Project",www.buckingham.ac.uk/courses/undergraduate/business-management-top-up
C_LAW072_01,UK072,BUSINESS_MANAGEMENT,BA (Hons) Business Management (Top-up),Topup,2026,September,1 Year,London/Birmingham Campus,"Level 5 HND/Diploma; IELTS 6.0","A professional final year designed to transition students into high-level corporate management roles.","Strategic Management, Leadership and Change, Marketing Strategy",www.law.ac.uk/study/undergraduate/business/ba-business-management-top-up/
C_NTH073_01,UK073,BUSINESS_MANAGEMENT,BA (Hons) Business and Management (Top-up),Topup,2026,September,1 Year,Waterside Campus,"Level 5 HND Business; IELTS 6.0","Focused on strategic leadership and innovation for students transitioning from HND programmes.","Strategic Management, Global Business, Research Methods",www.northampton.ac.uk/courses/business-and-management-ba-hons-topup/
C_NTH073_02,UK073,COMPUTER_SCIENCE,BSc (Hons) Computing (Top-up),Topup,2026,September,1 Year,Waterside Campus,"Level 5 HND Computing; IELTS 6.0","Technical final year for diploma holders to bridge into a full computer science honours degree.","Advanced Databases, Software Engineering, Final Project",www.northampton.ac.uk/courses/computing-bsc-hons-topup/
C_SAL074_01,UK074,BUSINESS_MANAGEMENT,BSc (Hons) Business Management (Top-up),Topup,2026,September,1 Year,MediaCityUK/Main Campus,"Level 5 HND; IELTS 6.0","A professional final year to convert a diploma into an honours degree in a supportive campus environment.","Strategic Management, Global Business, Business Project",www.salford.ac.uk/courses/undergraduate/business-management-top-up
C_SAL074_02,UK074,COMPUTER_SCIENCE,BSc (Hons) Computer Science (Top-up),Topup,2026,September,1 Year,Peel Park Campus,"Level 5 HND Computing; IELTS 6.0","Technical final year focusing on advanced software engineering and industry-relevant projects.","Advanced Software Development, Database Systems, Honours Project",www.salford.ac.uk/courses/undergraduate/computer-science-top-up
C_UWL076_01,UK076,BUSINESS_MANAGEMENT,BA (Hons) Business Studies (Top-up),Topup,2026,September,1 Year,Ealing Campus,"Level 5 HND/Diploma; IELTS 6.0","A career-focused final year designed to transition diploma students into strategic management roles.","Strategic Management, Global Marketing, Corporate Social Responsibility",www.uwl.ac.uk/courses/undergraduate/business-studies-top-up
C_UWL076_02,UK076,HOSPITALITY_MANAGEMENT,BA (Hons) International Hospitality Management (Top-up),Topup,2026,September,1 Year,Ealing Campus,"Level 5 HND Hospitality; IELTS 6.0","Advanced management training for students entering the global service and luxury hospitality sector.","Strategic Hospitality Management, Revenue Management, Applied Project",www.uwl.ac.uk/courses/undergraduate/international-hospitality-management-top-up
C_WIN077_01,UK077,BUSINESS_MANAGEMENT,BA (Hons) Business Management (Top-up),Topup,2026,September,1 Year,Winchester Campus,"Level 5 HND/Diploma; IELTS 6.0","A strategic final year focusing on leadership and professional management within a values-based educational environment.","Strategic Management, Marketing Communications, Management Project",www.winchester.ac.uk/study/undergraduate/courses/ba-hons-business-management-top-up/
C_WOR078_01,UK078,BUSINESS_MANAGEMENT,BA (Hons) Business Management (Top-up),Topup,2026,September,1 Year,City Campus,"Level 5 HND Business; IELTS 6.0","Focused on global management practice and strategic decision-making for modern professionals.","Strategic Management, International Marketing, Applied Business Project",www.worcester.ac.uk/courses/business-management-ba-hons-top-up
C_UCB079_01,UK079,HOSPITALITY_MANAGEMENT,BA (Hons) International Hospitality Business Management (Top-up),Topup,2026,September,1 Year,Summer Row Campus,"Level 5 HND Hospitality; IELTS 6.0","Accredited by the University of Warwick; focuses on luxury hospitality and global strategic operations.","Strategic Hospitality Management, Revenue Management, Business Project",www.ucb.ac.uk/courses/ba-hons-international-hospitality-business-management-top-up
C_UCB079_02,UK079,MARKETING,BA (Hons) Digital Marketing (Top-up),Topup,2026,September,1 Year,Summer Row Campus,"Level 5 HND Marketing/Business; IELTS 6.0","A practical final year to develop high-level digital marketing strategy and analytics skills.","Digital Strategy, Social Media Marketing, Data Analytics",www.ucb.ac.uk/courses/ba-hons-digital-marketing-top-up
C_UCA081_01,UK081,DESIGN,BA (Hons) Graphic Design (Top-up),Topup,2026,September,1 Year,Epsom Campus,"Level 5 in Design; Portfolio; IELTS 6.0","A high-level creative final year focusing on professional portfolio development and studio practice.","Professional Practice, Studio Project, Dissertation",www.uca.ac.uk/study/courses/ba-graphic-design-top-up
C_UCA081_02,UK081,BUSINESS_MANAGEMENT,BA (Hons) Business & Management (Top-up),Topup,2026,September,1 Year,Epsom Campus,"Level 5 HND/Diploma; IELTS 6.0","Focused on strategic leadership within the creative and cultural industries.","Strategic Management, International Marketing, Research Project",www.uca.ac.uk/study/courses/ba-business-management-top-up
C_BED084_01,UK084,BUSINESS_MANAGEMENT,BA (Hons) Business Administration (Top-up),Topup,2026,September,1 Year,Luton Campus,"Level 5 HND/Diploma; IELTS 6.0","A terminal year to develop strategic leadership and management skills for corporate roles.","Strategic Management, International Marketing, Management Project",www.beds.ac.uk/howtoapply/courses/undergraduate/next-year/business-administration-top-up
C_BED084_02,UK084,COMPUTER_SCIENCE,BSc (Hons) Computer Science (Top-up),Topup,2026,September,1 Year,Luton Campus,"Level 5 HND Computing; IELTS 6.0","Technical final year for diploma holders to bridge into a full computer science honours degree.","Advanced Databases, Software Engineering, Final Project",www.beds.ac.uk/howtoapply/courses/undergraduate/next-year/computer-science-top-up
C_BRA086_01,UK086,BUSINESS_MANAGEMENT,BSc (Hons) Business and Management (Top-up),Topup,2026,September,1 Year,City Campus,"Level 5 HND Business; IELTS 6.0","A professional final year to convert a diploma into an honours degree with a focus on sustainable management.","Strategic Management, Contemporary Issues in Business, Applied Project",www.bradford.ac.uk/courses/ug/business-and-management-top-up/
C_BRI088_01,UK088,BUSINESS_MANAGEMENT,BA (Hons) Business Management (Top-up),Topup,2026,September,1 Year,Moulsecoomb Campus,"Level 5 HND/Diploma; IELTS 6.0","Designed to bridge the gap to an honours degree with a focus on strategic leadership and innovation.","Strategic Management, International Business, Business Project",www.brighton.ac.uk/courses/study/business-management-ba-hons-top-up.aspx
C_CHE091_01,UK091,BUSINESS_MANAGEMENT,BA (Hons) Business Management (Top-up),Topup,2026,September,1 Year,Wheeler Campus,"Level 5 HND Business; IELTS 6.0","A strategic final year designed to develop high-level leadership and professional decision-making skills.","Strategic Management, International Marketing, Applied Business Project",www.chester.ac.uk/undergraduate/business-management-top-up
C_CHI093_01,UK093,BUSINESS_MANAGEMENT,BA (Hons) Business Management (Top-up),Topup,2026,September,1 Year,Bognor Regis Campus,"Level 5 HND/Foundation Degree; IELTS 6.0","Focused on global management practice and strategic leadership for modern professionals.","Strategic Management, Business Strategy, International Marketing",www.chi.ac.uk/courses/business-management-top-up
C_CUM094_01,UK094,BUSINESS_MANAGEMENT,BA (Hons) Business Management (Top-up),Topup,2026,September,1 Year,Lancaster Campus,"Level 5 HND/Diploma; IELTS 6.0","A professional final year to convert a diploma into an honours degree with a focus on leadership.","Strategic Management, Global Business Issues, Management Project",www.cumbria.ac.uk/study/courses/undergraduate/business-management-top-up
C_DER095_01,UK095,BUSINESS_MANAGEMENT,BA (Hons) Business Management (Top-up),Topup,2026,September,1 Year,Derby Campus,"Level 5 HND/Foundation Degree; IELTS 6.0","Designed for career-focused students looking to refine management expertise for the corporate world.","Strategic Management, Contemporary Issues in Business, Applied Project",www.derby.ac.uk/undergraduate/business-courses/business-management-ba-top-up/
C_DER095_02,UK095,LOGISTICS_AND_SUPPLY_CHAIN,BSc (Hons) Logistics and Supply Chain Management (Top-up),Topup,2026,September,1 Year,Derby Campus,"Level 5 in Logistics/Business; IELTS 6.0","Specialist final year focusing on global procurement and strategic supply chain operations.","Global Logistics, Operations Management, Supply Chain Strategy",www.derby.ac.uk/undergraduate/logistics-supply-chain-management-courses/logistics-and-supply-chain-management-bsc-top-up/
C_UEL099_01,UK099,BUSINESS_MANAGEMENT,BA (Hons) Business Management (Top-up),Topup,2026,September,1 Year,Stratford Campus,"Level 5 HND/Foundation Degree; IELTS 6.0","Focused on strategic leadership and innovation for students transitioning from HND programmes into the London business sector.","Strategic Management, Global Business, Research Methods",www.uel.ac.uk/undergraduate/courses/ba-hons-business-management-top-up
C_UEL099_02,UK099,COMPUTER_SCIENCE,BSc (Hons) Computing (Top-up),Topup,2026,September,1 Year,Docklands Campus,"Level 5 HND Computing; IELTS 6.0","Technical final year for diploma holders to bridge into a full computer science honours degree with a focus on systems development.","Advanced Databases, Software Engineering, Final Project",www.uel.ac.uk/undergraduate/courses/bsc-hons-computing-top-up
C_ESS101_01,UK101,BUSINESS_MANAGEMENT,BA (Hons) Business Management (Top-up),Topup,2026,September,1 Year,Southend Campus,"Level 5 HND Business; IELTS 6.0","A terminal year focusing on global business challenges and leadership skills in a professional setting.","Strategic Management, International Marketing, Applied Project",www.essex.ac.uk/courses/ug01041/1/ba-business-management-top-up
C_GLO104_01,UK104,BUSINESS_MANAGEMENT,BA (Hons) Business Management (Top-up),Topup,2026,September,1 Year,Oxstalls Campus,"Level 5 HND/Foundation Degree; IELTS 6.0","A terminal year focusing on strategic leadership and professional management in global markets.","Strategic Management, Business Strategy, Applied Management Project",www.glos.ac.uk/courses/undergraduate/business-management-top-up/
C_GLO104_02,UK104,HOSPITALITY_MANAGEMENT,BA (Hons) International Hospitality and Tourism Management (Top-up),Topup,2026,September,1 Year,Oxstalls Campus,"Level 5 HND in Hospitality; IELTS 6.0","Advanced management training for students entering the global service and tourism sector.","Strategic Hospitality, Tourism Policy, Honours Project",www.glos.ac.uk/courses/undergraduate/international-hospitality-and-tourism-management-top-up/
C_UGM105_01,UK105,CREATIVE_WRITING,BA (Hons) Creative Writing (Top-up),Topup,2026,September,1 Year,Manchester Campus,"Level 5 in related field; Portfolio; IELTS 6.0","A specialist final year for writers to produce a major professional manuscript and explore industry pathways.","Professional Portfolio, Creative Research, Major Project",ucenmanchester.ac.uk/courses/ba-hons-creative-writing-top-up
C_GRE106_01,UK106,BUSINESS_MANAGEMENT,BA (Hons) Business Management (Top-up),Topup,2026,September,1 Year,Greenwich Campus,"Level 5 HND Business; IELTS 6.0","A professional final year designed to develop high-level leadership and strategic decision-making skills.","Strategic Management, International Marketing, Management Project",www.gre.ac.uk/undergraduate-courses/bus/business-management-top-up-ba-hons
C_GRE106_02,UK106,COMPUTER_SCIENCE,BSc (Hons) Computing (Top-up),Topup,2026,September,1 Year,Greenwich Campus,"Level 5 HND Computing; IELTS 6.0","Technical program designed to bridge technical diplomas into professional computing degrees.","Advanced Databases, Software Engineering, Final Year Project",www.gre.ac.uk/undergraduate-courses/engsci/computing-top-up-bsc-hons
C_HER107_01,UK107,BUSINESS_MANAGEMENT,BA (Hons) Business Administration (Top-up),Topup,2026,September,1 Year,De Havilland Campus,"Level 5 HND/Diploma; IELTS 6.0","A final year to develop strategic leadership and management skills for corporate roles.","Strategic Management, International Marketing, Management Project",www.herts.ac.uk/courses/undergraduate/ba-hons-business-administration-top-up
C_HER107_02,UK107,COMPUTER_SCIENCE,BSc (Hons) Computer Science (Top-up),Topup,2026,September,1 Year,College Lane Campus,"Level 5 HND Computing; IELTS 6.0","Technical final year for diploma holders to bridge into a full computer science honours degree.","Advanced Databases, Software Engineering, Final Project",www.herts.ac.uk/courses/undergraduate/bsc-hons-computer-science-top-up
C_HUD108_01,UK108,BUSINESS_MANAGEMENT,BA (Hons) Business Administration and Management (Top-up),Topup,2026,September,1 Year,Queensgate Campus,"Level 5 HND Business; IELTS 6.0","Focused on global management practice and strategic decision-making for modern professionals.","Strategic Management, Global Business Issues, Management Project",www.hud.ac.uk/courses/undergraduate/business-administration-and-management-ba-hons-top-up/
C_HUL109_01,UK109,BUSINESS_MANAGEMENT,BA (Hons) Business Management (Top-up),Topup,2026,September,1 Year,Hull Campus,"Level 5 HND/Foundation Degree; IELTS 6.0","A specialist final year designed to develop strategic leadership and professional management skills.","Strategic Management, Business Strategy, International Marketing",www.hull.ac.uk/study/undergraduate/business-management-ba-hons-top-up
C_UCL111_01,UK111,BUSINESS_MANAGEMENT,BA (Hons) Business Management (Top-up),Topup,2026,September,1 Year,Preston Campus,"Level 5 HND Business; IELTS 6.0","A terminal year focusing on global business challenges and digital transformation in management.","Strategic Management, Digital Business, Honours Project",www.uclan.ac.uk/undergraduate/courses/business-management-top-up-ba
C_UCL111_02,UK111,HOSPITALITY_MANAGEMENT,BA (Hons) International Hospitality Management (Top-up),Topup,2026,September,1 Year,Preston Campus,"Level 5 HND Hospitality; IELTS 6.0","Professional management training for students entering the global service sector.","Strategic Hospitality Management, Revenue Management, Research Project",www.uclan.ac.uk/undergraduate/courses/international-hospitality-management-top-up
C_LIN114_01,UK114,BUSINESS_MANAGEMENT,BA (Hons) Business and Management (Top-up),Topup,2026,September,1 Year,Brayford Pool Campus,"Level 5 HND Business; IELTS 6.0","A professional final year to convert a diploma into an honours degree with a focus on leadership.","Strategic Management, Contemporary Issues in Business, Applied Project",www.lincoln.ac.uk/course/busmanub/
C_NOR118_01,UK118,BUSINESS_MANAGEMENT,BA (Hons) Business (Top-up),Topup,2026,September,1 Year,Newcastle Campus,"Level 5 HND/Foundation Degree; IELTS 6.0","A terminal year for diploma holders to gain a globally recognised business honours degree.","Strategic Management, Leadership and Change, International Marketing",www.northumbria.ac.uk/study-at-northumbria/courses/business-top-up-ba-hons
C_NOR118_02,UK118,LOGISTICS_AND_SUPPLY_CHAIN,BA (Hons) Global Logistics and Supply Chain Management (Top-up),Topup,2026,September,1 Year,Newcastle Campus,"Level 5 HND in Business/Logistics; IELTS 6.0","Specialist final year focusing on global trade, procurement, and supply chain strategy.","Global Logistics, Strategic Supply Chain, Procurement Management",www.northumbria.ac.uk/study-at-northumbria/courses/global-logistics-and-supply-chain-management-top-up
C_PLY121_01,UK121,BUSINESS_MANAGEMENT,BA (Hons) Business Management (Top-up),Topup,2026,September,1 Year,Main Campus,"Level 5 HND Business; IELTS 6.0","Focuses on global management practice and strategic leadership for modern professionals.","Strategic Management, International Marketing, Applied Business Project",www.plymouth.ac.uk/courses/undergraduate/ba-business-management-top-up
C_POR122_01,UK122,BUSINESS_MANAGEMENT,BA (Hons) Business Management (Top-up),Topup,2026,September,1 Year,City Campus,"Level 5 HND/Diploma; IELTS 6.0","A terminal year focusing on strategic leadership and innovation for students transitioning from HND programmes.","Strategic Management, Business Strategy, International Marketing",www.port.ac.uk/study/courses/ba-hons-business-management-top-up
C_USW124_01,UK124,BUSINESS_MANAGEMENT,BA (Hons) Business Studies (Top-up),Topup,2026,September,1 Year,Treforest Campus,"Level 5 HND Business; IELTS 6.0","A professional final year to convert a diploma into an honours degree in a supportive campus environment.","Strategic Management, Global Business, Research Methods",www.southwales.ac.uk/courses/ba-hons-business-studies-top-up/
C_MAR127_01,UK127,SPORTS_SCIENCE,BSc (Hons) Sport Coaching (Top-up),Topup,2026,September,1 Year,Plymouth Campus,"Level 5 in Sports; IELTS 6.0","Refines coaching techniques and leadership skills for elite sport environments.","High Performance Coaching, Analysis of Performance, Honours Project",www.marjon.ac.uk/courses/sport-coaching-top-up/
C_STA128_01,UK128,BUSINESS_MANAGEMENT,BA (Hons) Business Management (Top-up),Topup,2026,September,1 Year,Stoke-on-Trent Campus,"Level 5 HND Business; IELTS 6.0","A terminal year focusing on global business challenges and digital transformation in management.","Strategic Management, Digital Business, Honours Project",www.staffs.ac.uk/course/business-management-ba-top-up
C_STA128_02,UK128,COMPUTER_SCIENCE,BSc (Hons) Computing (Top-up),Topup,2026,September,1 Year,Stoke-on-Trent Campus,"Level 5 HND Computing; IELTS 6.0","Technical program designed to bridge technical diplomas into professional computing degrees.","Advanced Databases, Software Engineering, Final Year Project",www.staffs.ac.uk/course/computing-bsc-top-up
C_SUF131_01,UK131,BUSINESS_MANAGEMENT,BA (Hons) Business Management (Top-up),Topup,2026,September,1 Year,Ipswich Campus,"Level 5 HND/Diploma; IELTS 6.0","Focused on strategic leadership and global business innovation for students from professional backgrounds.","Strategic Management, Leadership and Change, Applied Business Project",www.uos.ac.uk/courses/ba-hons-business-management-top-up/
C_SUN132_01,UK132,BUSINESS_MANAGEMENT,BA (Hons) Business Management (Top-up),Topup,2026,September,1 Year,Sunderland Campus,"Level 5 HND Business; IELTS 6.0","A professional final year to convert a diploma into an honours degree with a focus on leadership.","Strategic Management, Contemporary Issues in Business, Applied Project",www.sunderland.ac.uk/study/business/ba-business-management-top-up/
C_UHI136_01,UK136,BUSINESS_MANAGEMENT,BA (Hons) Business and Management (Top-up),Topup,2026,September,1 Year,Inverness Campus,"Level 5 HND/Diploma; IELTS 6.0","Flexible final year designed to transition diploma students into strategic management roles within regional contexts.","Strategic Management, International Marketing, Honours Dissertation",www.uhi.ac.uk/en/courses/ba-hons-business-and-management/
C_UWE137_01,UK137,BUSINESS_MANAGEMENT,BA (Hons) Business Management and Leadership (Top-up),Topup,2026,September,1 Year,Frenchay Campus,"Level 5 HND Business; IELTS 6.0","A terminal year focusing on global business challenges and leadership skills in a professional setting.","Strategic Management, Leadership and Change, International Marketing",www.uwe.ac.uk/courses/ba-hons-business-management-and-leadership-top-up
C_UWS138_01,UK138,BUSINESS_MANAGEMENT,BA (Hons) Business Management (Top-up),Topup,2026,September,1 Year,Paisley Campus,"Level 5 HND Business; IELTS 6.0","Provides a strategic overview of business operations and leadership for final year entry.","Strategic Management, Contemporary Issues in Business, Honours Project",www.uws.ac.uk/study/undergraduate/ba-hons-business-management/
C_ULS139_01,UK139,BUSINESS_MANAGEMENT,BSc (Hons) Business Studies (Top-up),Topup,2026,September,1 Year,Belfast Campus,"Level 5 HND Business; IELTS 6.0","A comprehensive final year providing advanced management insights for professional accreditation.","Strategic Management, International Marketing, Dissertation",www.ulster.ac.uk/courses/202627/business-studies-top-up
C_WTS140_01,UK140,BUSINESS_MANAGEMENT,BA (Hons) Business Management (Top-up),Topup,2026,September,1 Year,Swansea Campus,"Level 5 HND/Diploma; IELTS 6.0","A specialist final year designed to develop strategic leadership and professional management skills.","Strategic Management, Business Strategy, International Marketing",www.uwtsd.ac.uk/ba-business-management-top-up/
C_WES142_01,UK142,BUSINESS_MANAGEMENT,BA (Hons) Business Management (Top-up),Topup,2026,September,1 Year,Marylebone Campus,"Level 5 HND/Diploma; IELTS 6.0","A terminal year to develop strategic leadership and management skills for corporate roles in London.","Strategic Management, International Marketing, Management Project",www.westminster.ac.uk/business-and-management-courses/2026-27/september/full-time/business-management-ba-hons-top-up
C_WOL143_01,UK143,BUSINESS_MANAGEMENT,BA (Hons) Business Management (Top-up),Topup,2026,September,1 Year,City Campus,"Level 5 HND Business; IELTS 6.0","Focused on global management practice and strategic decision-making for modern professionals.","Strategic Management, International Marketing, Applied Business Project",www.wlv.ac.uk/courses/ba-hons-business-management-top-up/
C_WRE145_01,UK145,BUSINESS_MANAGEMENT,BA (Hons) Business Management (Top-up),Topup,2026,September,1 Year,Wrexham Campus,"Level 5 HND/Diploma; IELTS 6.0","A strategic final year focusing on leadership and professional management within a supportive environment.","Strategic Management, Marketing Communications, Management Project",wrexham.ac.uk/courses/undergraduate/business-management-top-up/
C_YSJ146_01,UK146,BUSINESS_MANAGEMENT,BA (Hons) Business Management (Top-up),Topup,2026,September,1 Year,York Campus,"Level 5 HND Business; IELTS 6.0","Designed to bridge the gap to an honours degree with a focus on ethical leadership and global management.","Business Strategy, Management and Leadership, Professional Development",www.yorksj.ac.uk/courses/undergraduate/business-management-ba-hons-top-up/
